product_code,product_name,category,sub_category,product_id,product_price
FUR-FU-10004091,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",Furniture,Furnishings,268,39.11666666666667
FUR-CH-10001891,Global Deluxe Office Fabric Chairs,Furniture,Chairs,269,84.78233333333334
FUR-FU-10002918,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,Furniture,Furnishings,270,76.4232
OFF-BI-10004593,Ibico Laser Imprintable Binding System Covers,Office Supplies,Binders,271,33.405
OFF-FA-10004854,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",Office Supplies,Fasteners,272,10.332
OFF-PA-10002105,Xerox 223,Office Supplies,Paper,273,6.48
OFF-ST-10002756,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",Office Supplies,Storage,274,131.444
OFF-PA-10004243,Xerox 1939,Office Supplies,Paper,275,18.97
FUR-FU-10001861,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",Furniture,Furnishings,276,16.813333333333333
OFF-BI-10002706,Avery Premier Heavy-Duty Binder with Round Locking Rings,Office Supplies,Binders,277,9.384
FUR-TA-10002533,BPI Conference Tables,Furniture,Tables,278,92.0115
FUR-FU-10002671,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,Furniture,Furnishings,279,12.864
OFF-AR-10003651,Newell 350,Office Supplies,Art,280,3.0613333333333332
OFF-BI-10001072,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",Office Supplies,Binders,281,9.475
OFF-AR-10002135,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,Office Supplies,Art,282,46.272000000000006
OFF-AR-10002804,Faber Castell Col-Erase Pencils,Office Supplies,Art,283,4.4988
FUR-FU-10001918,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,Furniture,Furnishings,284,4.13875
FUR-CH-10004086,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,Furniture,Chairs,285,237.03062500000001
FUR-FU-10001756,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",Furniture,Furnishings,286,13.327999999999998
OFF-LA-10000634,Avery 509,Office Supplies,Labels,287,2.4795
FUR-FU-10001588,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",Furniture,Furnishings,288,24.803
TEC-PH-10002398,AT&T 1070 Corded Phone,Technology,Phones,289,89.192
OFF-PA-10001937,Xerox 21,Office Supplies,Paper,290,5.183999999999999
OFF-AR-10003373,"Boston School Pro Electric Pencil Sharpener, 1670",Office Supplies,Art,291,27.43942857142857
FUR-CH-10002602,DMI Arturo Collection Mission-style Design Wood Chair,Furniture,Chairs,292,122.15654545454545
TEC-MA-10002927,Canon imageCLASS MF7460 Monochrome Digital Laser Multifunction Copier,Technology,Machines,293,1995.99
TEC-AC-10000892,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,Technology,Accessories,294,84.85714285714286
OFF-FA-10000624,OIC Binder Clips,Office Supplies,Fasteners,295,3.4777142857142858
TEC-AC-10001908,Logitech Wireless Headset h800,Technology,Accessories,296,93.324
FUR-FU-10001967,Telescoping Adjustable Floor Lamp,Furniture,Furnishings,297,13.993
TEC-PH-10003645,Aastra 57i VoIP phone,Technology,Phones,298,138.52285714285716
OFF-ST-10000675,"File Shuttle II and Handi-File, Black",Office Supplies,Storage,299,31.95342857142857
FUR-CH-10003312,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,Furniture,Chairs,300,220.101
OFF-LA-10001074,Round Specialty Laser Printer Labels,Office Supplies,Labels,301,10.859333333333332
OFF-BI-10001524,GBC Premium Transparent Covers with Diagonal Lined Pattern,Office Supplies,Binders,302,12.588
TEC-PH-10004614,AT&T 841000 Phone,Technology,Phones,303,57.17142857142857
OFF-BI-10001153,Ibico Recycled Grain-Textured Covers,Office Supplies,Binders,304,20.724
OFF-BI-10001982,Wilson Jones Custom Binder Spines & Labels,Office Supplies,Binders,305,2.0205714285714285
OFF-BI-10001922,Storex Dura Pro Binders,Office Supplies,Binders,306,4.0392
TEC-CO-10001449,Hewlett Packard LaserJet 3310 Copier,Technology,Copiers,307,479.992
OFF-BI-10004140,Avery Non-Stick Binders,Office Supplies,Binders,308,2.417692307692308
OFF-BI-10003314,Tuff Stuff Recycled Round Ring Binders,Office Supplies,Binders,309,3.4811111111111113
FUR-TA-10004575,Hon 5100 Series Wood Tables,Furniture,Tables,310,228.62714285714284
OFF-FA-10000490,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",Office Supplies,Fasteners,311,1.1904
OFF-AR-10000122,Newell 314,Office Supplies,Art,312,5.101714285714286
TEC-PH-10000702,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",Technology,Phones,313,7.992
OFF-AR-10001374,"BIC Brite Liner Highlighters, Chisel Tip",Office Supplies,Art,314,5.832000000000001
OFF-PA-10001970,Xerox 1881,Office Supplies,Paper,315,11.833454545454545
OFF-BI-10002160,Acco Hanging Data Binders,Office Supplies,Binders,316,2.5581428571428573
OFF-BI-10004995,GBC DocuBind P400 Electric Binding System,Office Supplies,Binders,317,748.5445
FUR-BO-10002268,Sauder Barrister Bookcases,Furniture,Bookcases,318,48.04813333333334
OFF-EN-10001137,"#10 Gummed Flap White Envelopes, 100/Box",Office Supplies,Envelopes,319,3.717
OFF-AR-10002399,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",Office Supplies,Art,320,4.016571428571429
OFF-PA-10002713,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",Office Supplies,Paper,321,6.88
OFF-AP-10001124,Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection,Office Supplies,Appliances,322,80.98
OFF-LA-10001158,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",Office Supplies,Labels,323,9.758571428571429
FUR-CH-10000785,Global Ergonomic Managers Chair,Furniture,Chairs,324,156.30090909090907
OFF-AR-10003732,Newell 333,Office Supplies,Art,325,2.6283636363636362
FUR-FU-10000023,Eldon Wave Desk Accessories,Furniture,Furnishings,326,4.712
OFF-BI-10002412,Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders,Office Supplies,Binders,327,4.64
OFF-SU-10001225,Staple remover,Office Supplies,Supplies,328,3.3120000000000003
OFF-ST-10002406,Pizazz Global Quick File,Office Supplies,Storage,329,14.471000000000002
OFF-PA-10002036,Xerox 1930,Office Supplies,Paper,330,5.7024
OFF-ST-10002205,File Shuttle I and Handi-File,Office Supplies,Storage,331,19.291999999999998
TEC-AC-10003911,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,Technology,Accessories,332,153.5904
OFF-AR-10000658,Newell 324,Office Supplies,Art,333,11.22
TEC-AC-10002076,Microsoft Natural Keyboard Elite,Technology,Accessories,334,50.898
OFF-PA-10003039,Xerox 1960,Office Supplies,Paper,335,27.882
FUR-TA-10004915,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",Furniture,Tables,336,249.08319999999998
OFF-AP-10000696,Holmes Odor Grabber,Office Supplies,Appliances,337,11.1755
OFF-ST-10003327,Akro-Mils 12-Gallon Tote,Office Supplies,Storage,338,8.937
OFF-BI-10000309,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",Office Supplies,Binders,339,9.301111111111112
OFF-PA-10004734,Southworth Structures Collection,Office Supplies,Paper,340,7.28
OFF-BI-10002225,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",Office Supplies,Binders,341,15.332571428571429
TEC-AC-10004708,Sony 32GB Class 10 Micro SDHC R40 Memory Card,Technology,Accessories,342,20.95
FUR-TA-10000617,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",Furniture,Tables,343,187.72875
TEC-AC-10002335,Logitech Media Keyboard K200,Technology,Accessories,344,31.491000000000003
TEC-MA-10001681,Lexmark MarkNet N8150 Wireless Print Server,Technology,Machines,345,120.585
FUR-FU-10001935,3M Hangers With Command Adhesive,Furniture,Furnishings,346,3.145
OFF-AR-10004757,Crayola Colored Pencils,Office Supplies,Art,347,2.922181818181818
OFF-BI-10000050,"Angle-D Binders with Locking Rings, Label Holders",Office Supplies,Binders,348,4.891
TEC-PH-10003012,Nortel Meridian M3904 Professional Digital phone,Technology,Phones,349,141.6708
TEC-CO-10002313,Canon PC1080F Personal Copier,Technology,Copiers,350,569.9905
OFF-BI-10003982,Wilson Jones Century Plastic Molded Ring Binders,Office Supplies,Binders,351,13.0851
OFF-BI-10004492,Tuf-Vin Binders,Office Supplies,Binders,352,23.008285714285712
OFF-ST-10000798,2300 Heavy-Duty Transfer File Systems by Perma,Office Supplies,Storage,353,22.482
OFF-PA-10002552,Xerox 1958,Office Supplies,Paper,354,6.48
OFF-SU-10002573,"Acme 10"" Easy Grip Assistive Scissors",Office Supplies,Supplies,355,17.09175
OFF-ST-10001580,Super Decoflex Portable Personal File,Office Supplies,Storage,356,13.781600000000001
OFF-ST-10000934,"Contico 72""H Heavy-Duty Storage System",Office Supplies,Storage,357,37.7016
TEC-AC-10000158,Sony 64GB Class 10 Micro SDHC R40 Memory Card,Technology,Accessories,358,33.59066666666667
OFF-PA-10001947,Xerox 1974,Office Supplies,Paper,359,5.681
OFF-AR-10003478,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",Office Supplies,Art,360,7.3260000000000005
OFF-AP-10004249,Staple holder,Office Supplies,Appliances,361,9.575999999999999
TEC-CO-10004115,Sharp AL-1530CS Digital Copier,Technology,Copiers,362,374.9925
OFF-PA-10003724,"Wirebound Message Book, 4 per Page",Office Supplies,Paper,363,5.274857142857143
FUR-TA-10002041,"Bevis Round Conference Table Top, X-Base",Furniture,Tables,364,131.47933333333333
OFF-PA-10002893,"Wirebound Service Call Books, 5 1/2"" x 4""",Office Supplies,Paper,365,9.68
OFF-LA-10003766,Self-Adhesive Removable Labels,Office Supplies,Labels,366,3.15
OFF-PA-10001970,Xerox 1908,Office Supplies,Paper,367,54.38057142857143
FUR-BO-10001972,O'Sullivan 4-Shelf Bookcase in Odessa Pine,Furniture,Bookcases,368,69.99557142857142
FUR-CH-10003956,Novimex High-Tech Fabric Mesh Task Chair,Furniture,Chairs,369,60.333
OFF-PA-10000157,Xerox 191,Office Supplies,Paper,370,19.5804
OFF-AR-10004344,Bulldog Vacuum Base Pencil Sharpener,Office Supplies,Art,371,10.791000000000002
FUR-CH-10004886,Bevis Steel Folding Chairs,Furniture,Chairs,372,75.16083333333334
OFF-PA-10003845,Xerox 1987,Office Supplies,Paper,373,5.78
OFF-AR-10001573,American Pencil,Office Supplies,Art,374,2.33
OFF-EN-10000483,"White Envelopes, White Envelopes with Clear Poly Window",Office Supplies,Envelopes,375,14.030000000000001
TEC-AC-10004114,KeyTronic 6101 Series - Keyboard - Black,Technology,Accessories,376,36.891000000000005
FUR-FU-10004712,"Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black",Furniture,Furnishings,377,14.14
OFF-ST-10000918,Crate-A-Files,Office Supplies,Storage,378,9.654285714285715
FUR-CH-10000015,Hon Multipurpose Stacking Arm Chairs,Furniture,Chairs,379,187.72
FUR-FU-10003347,Coloredge Poster Frame,Furniture,Furnishings,380,14.200000000000001
OFF-BI-10001543,GBC VeloBinder Manual Binding System,Office Supplies,Binders,381,26.092750000000002
TEC-MA-10000029,"Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner",Technology,Machines,382,69.99
OFF-AR-10000369,Design Ebony Sketching Pencil,Office Supplies,Art,383,1.2973333333333332
OFF-BI-10004584,GBC ProClick 150 Presentation Binding System,Office Supplies,Binders,384,157.99
OFF-ST-10000617,Woodgrain Magazine Files by Perma,Office Supplies,Storage,385,2.781333333333333
OFF-ST-10003306,Letter Size Cart,Office Supplies,Storage,386,135.71699999999998
OFF-BI-10000773,Insertable Tab Post Binder Dividers,Office Supplies,Binders,387,3.4085
TEC-AC-10002600,Belkin QODE FastFit Bluetooth Keyboard,Technology,Accessories,388,55.755
TEC-MA-10002937,"Canon Color ImageCLASS MF8580Cdw Wireless Laser All-In-One Printer, Copier, Scanner",Technology,Machines,389,335.993
OFF-PA-10002230,Xerox 1897,Office Supplies,Paper,390,4.2330000000000005
FUR-CH-10003396,Global Deluxe Steno Chair,Furniture,Chairs,391,60.81420000000001
FUR-FU-10000246,Aluminum Document Frame,Furniture,Furnishings,392,11.2424
OFF-ST-10000060,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,Office Supplies,Storage,393,60.1065
OFF-ST-10003058,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,Office Supplies,Storage,394,23.650000000000002
OFF-PA-10002222,"Xerox Color Copier Paper, 11"" x 17"", Ream",Office Supplies,Paper,395,22.078666666666667
FUR-CH-10002372,Office Star - Ergonomically Designed Knee Chair,Furniture,Chairs,396,67.09771428571429
OFF-LA-10001317,Avery 520,Office Supplies,Labels,397,3.024
FUR-FU-10000206,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",Furniture,Furnishings,398,2.244857142857143
OFF-AR-10000588,Newell 345,Office Supplies,Art,399,18.517333333333333
OFF-ST-10001469,Fellowes Bankers Box Recycled Super Stor/Drawer,Office Supplies,Storage,400,49.353142857142856
OFF-AR-10001953,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,Office Supplies,Art,401,38.953714285714284
OFF-AR-10003156,50 Colored Long Pencils,Office Supplies,Art,402,9.7536
OFF-AR-10004974,Newell 342,Office Supplies,Art,403,3.28
TEC-PH-10002365,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,Technology,Phones,404,8.194666666666667
OFF-ST-10000142,Deluxe Rollaway Locking File with Drawer,Office Supplies,Storage,405,382.60960000000006
TEC-AC-10001772,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,Technology,Accessories,406,15.97
FUR-CH-10000225,"Global Geo Office Task Chair, Gray",Furniture,Chairs,407,67.09771428571429
FUR-CH-10002331,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,Furniture,Chairs,408,308.516
OFF-EN-10001415,Staple envelope,Office Supplies,Envelopes,409,4.9104
OFF-AP-10002472,3M Office Air Cleaner,Office Supplies,Appliances,410,25.98
TEC-AC-10004571,Logitech G700s Rechargeable Gaming Mouse,Technology,Accessories,411,91.102
OFF-BI-10001098,Acco D-Ring Binder w/DublLock,Office Supplies,Binders,412,8.076888888888888
FUR-TA-10001889,Bush Advantage Collection Racetrack Conference Table,Furniture,Tables,413,275.73650000000004
OFF-BI-10000315,Poly Designer Cover & Back,Office Supplies,Binders,414,11.936571428571428
OFF-SU-10003505,Premier Electric Letter Opener,Office Supplies,Supplies,415,107.1705
OFF-AP-10002578,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",Office Supplies,Appliances,416,41.93142857142857
FUR-BO-10002824,Bush Mission Pointe Library,Furniture,Bookcases,417,124.81013333333334
OFF-BI-10002194,Cardinal Hold-It CD Pocket,Office Supplies,Binders,418,3.99
OFF-PA-10004071,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",Office Supplies,Paper,419,52.151199999999996
OFF-ST-10002743,SAFCO Boltless Steel Shelving,Office Supplies,Storage,420,102.276
FUR-BO-10001601,"Sauder Mission Library with Doors, Fruitwood Finish",Furniture,Bookcases,421,96.4886
TEC-PH-10002680,Samsung Galaxy Note 3,Technology,Phones,422,175.992
OFF-ST-10001321,"Decoflex Hanging Personal Folder File, Blue",Office Supplies,Storage,423,14.734666666666666
OFF-PA-10001509,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",Office Supplies,Paper,424,8.95
OFF-PA-10003465,Xerox 1912,Office Supplies,Paper,425,18.0215
TEC-PH-10000149,Cisco SPA525G2 IP Phone - Wireless,Technology,Phones,426,15.959999999999999
OFF-AR-10003045,Prang Colored Pencils,Office Supplies,Art,427,2.772
OFF-ST-10000689,"Fellowes Strictly Business Drawer File, Letter/Legal Size",Office Supplies,Storage,428,132.80142857142857
TEC-AC-10001445,Imation USB 2.0 Swivel Flash Drive USB flash drive - 4 GB - Pink,Technology,Accessories,429,3.03
TEC-AC-10002567,Logitech G602 Wireless Gaming Mouse,Technology,Accessories,430,71.10222222222222
OFF-LA-10003923,Alphabetical Labels for Top Tab Filing,Office Supplies,Labels,431,13.813333333333333
FUR-BO-10001337,O'Sullivan Living Dimensions 2-Shelf Bookcases,Furniture,Bookcases,432,107.6722
TEC-PH-10001924,iHome FM Clock Radio with Lightning Dock,Technology,Phones,433,53.1924
TEC-PH-10001363,Apple iPhone 5S,Technology,Phones,434,455.992
TEC-PH-10000376,Square Credit Card Reader,Technology,Phones,435,8.27742857142857
TEC-AC-10000303,Logitech M510 Wireless Mouse,Technology,Accessories,436,34.658
OFF-ST-10001809,Fellowes Officeware Wire Shelving,Office Supplies,Storage,437,83.29690909090908
OFF-EN-10003845,Colored Envelopes,Office Supplies,Envelopes,438,3.2472000000000003
TEC-AC-10000991,Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,Technology,Accessories,439,44.6405
FUR-TA-10001857,Balt Solid Wood Rectangular Table,Furniture,Tables,440,77.79887500000001
OFF-EN-10001434,"Strathmore #10 Envelopes, Ultimate White",Office Supplies,Envelopes,441,52.71
OFF-BI-10002498,Clear Mylar Reinforcing Strips,Office Supplies,Binders,442,10.947000000000001
FUR-FU-10004864,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",Furniture,Furnishings,443,56.63257142857143
FUR-FU-10000073,Deflect-O Glasstique Clear Desk Accessories,Furniture,Furnishings,444,7.1866666666666665
OFF-BI-10001670,Vinyl Sectional Post Binders,Office Supplies,Binders,445,21.934545454545454
OFF-BI-10001658,GBC Standard Therm-A-Bind Covers,Office Supplies,Binders,446,12.875333333333332
FUR-CH-10001215,Global Troy Executive Leather Low-Back Tilter,Furniture,Chairs,447,400.784
OFF-BI-10000831,Storex Flexible Poly Binders with Double Pockets,Office Supplies,Binders,448,1.4080000000000001
OFF-PA-10000357,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",Office Supplies,Paper,449,36.891
OFF-AR-10001662,Rogers Handheld Barrel Pencil Sharpener,Office Supplies,Art,450,2.583428571428571
OFF-AR-10003856,Newell 344,Office Supplies,Art,451,2.5946666666666665
OFF-ST-10001228,Personal File Boxes with Fold-Down Carry Handle,Office Supplies,Storage,452,14.956800000000001
OFF-BI-10003527,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,Office Supplies,Binders,453,965.9523999999999
FUR-FU-10001290,Executive Impressions Supervisor Wall Clock,Furniture,Furnishings,454,39.995
TEC-AC-10002399,SanDisk Cruzer 32 GB USB Flash Drive,Technology,Accessories,455,17.752
OFF-AR-10003811,Newell 327,Office Supplies,Art,456,2.21
OFF-AR-10001246,Newell 317,Office Supplies,Art,457,2.6039999999999996
TEC-CO-10003236,Canon Image Class D660 Copier,Technology,Copiers,458,539.991
OFF-ST-10004507,Advantus Rolling Storage Box,Office Supplies,Storage,459,15.778
OFF-PA-10001667,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),Office Supplies,Paper,460,5.5315
OFF-ST-10004459,Tennsco Single-Tier Lockers,Office Supplies,Storage,461,347.18949999999995
OFF-ST-10000736,Carina Double Wide Media Storage Towers in Natural & Black,Office Supplies,Storage,462,75.58133333333333
OFF-BI-10000285,XtraLife ClearVue Slant-D Ring Binders by Cardinal,Office Supplies,Binders,463,3.9200000000000004
TEC-PH-10003555,Motorola HK250 Universal Bluetooth Headset,Technology,Phones,464,19.924666666666667
TEC-AC-10003832,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,Technology,Accessories,465,30.185111111111112
OFF-FA-10002815,Staples,Office Supplies,Fasteners,466,3.8480000000000003
FUR-CH-10003379,Global Commerce Series High-Back Swivel/Tilt Chairs,Furniture,Chairs,467,237.48333333333332
OFF-ST-10004963,Eldon Gobal File Keepers,Office Supplies,Storage,468,14.130666666666668
OFF-SU-10002881,Martin Yale Chadless Opener Electric Letter Opener,Office Supplies,Supplies,469,749.529
OFF-EN-10001335,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",Office Supplies,Envelopes,470,9.846
FUR-CH-10000595,Safco Contoured Stacking Chairs,Furniture,Chairs,471,208.6
FUR-FU-10000448,Tenex Chairmats For Use With Carpeted Floors,Furniture,Furnishings,472,15.98
TEC-PH-10000984,Panasonic KX-TG9471B,Technology,Phones,473,184.79057142857144
OFF-ST-10001325,Sterilite Officeware Hinged File Box,Office Supplies,Storage,474,9.717818181818181
OFF-BI-10002429,"Premier Elliptical Ring Binder, Black",Office Supplies,Binders,475,10.82311111111111
OFF-BI-10004528,Cardinal Poly Pocket Divider Pockets for Ring Binders,Office Supplies,Binders,476,2.688
OFF-AP-10001271,Eureka The Boss Cordless Rechargeable Stick Vac,Office Supplies,Appliances,477,49.28066666666666
FUR-CH-10002647,"Situations Contoured Folding Chairs, 4/Set",Furniture,Chairs,478,58.2036
TEC-AC-10001432,Enermax Aurora Lite Keyboard,Technology,Accessories,479,78.15
TEC-PH-10002262,LG Electronics Tone+ HBS-730 Bluetooth Headset,Technology,Phones,480,50.5835
TEC-AC-10001465,SanDisk Cruzer 64 GB USB Flash Drive,Technology,Accessories,481,33.89866666666667
TEC-PH-10002597,Xblue XB-1670-86 X16 Small Office Telephone - Titanium,Technology,Phones,482,113.39099999999999
FUR-FU-10000723,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",Furniture,Furnishings,483,33.97422222222222
OFF-BI-10000404,Avery Printable Repositionable Plastic Tabs,Office Supplies,Binders,484,6.593333333333334
OFF-PA-10002986,Xerox 1898,Office Supplies,Paper,485,6.194181818181818
OFF-SU-10001935,Staple remover,Office Supplies,Supplies,486,1.8893333333333333
FUR-CH-10002024,HON 5400 Series Task Chairs for Big and Tall,Furniture,Chairs,487,560.784
FUR-FU-10003039,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",Furniture,Furnishings,488,35.94166666666667
OFF-FA-10004248,Advantus T-Pin Paper Clips,Office Supplies,Fasteners,489,3.9688000000000003
OFF-ST-10001780,Tennsco 16-Compartment Lockers with Coat Rack,Office Supplies,Storage,490,570.1432
OFF-AR-10003560,Zebra Zazzle Fluorescent Highlighters,Office Supplies,Art,491,5.066666666666666
OFF-LA-10001297,Avery 473,Office Supplies,Labels,492,10.35
FUR-TA-10004256,Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables,Furniture,Tables,493,323.485
OFF-PA-10003441,Xerox 226,Office Supplies,Paper,494,6.244363636363636
OFF-BI-10000069,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",Office Supplies,Binders,495,9.220428571428572
OFF-AP-10003914,"Sanitaire Vibra Groomer IR Commercial Upright Vacuum, Replacement Belts",Office Supplies,Appliances,496,2.6
FUR-FU-10004020,Advantus Panel Wall Acrylic Frame,Furniture,Furnishings,497,4.3759999999999994
OFF-FA-10003467,"Alliance Big Bands Rubber Bands, 12/Pack",Office Supplies,Fasteners,498,1.98
TEC-PH-10002496,Cisco SPA301,Technology,Phones,499,131.7248888888889
OFF-PA-10004530,Personal Creations Ink Jet Cards and Labels,Office Supplies,Paper,500,11.48
OFF-BI-10001107,"GBC White Gloss Covers, Plain Front",Office Supplies,Binders,501,7.24
OFF-PA-10004451,Xerox 222,Office Supplies,Paper,502,5.924571428571428
FUR-CH-10004997,Hon Every-Day Series Multi-Task Chairs,Furniture,Chairs,503,157.9032
TEC-PH-10000347,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,Technology,Phones,504,3.9600000000000004
OFF-AR-10003394,Newell 332,Office Supplies,Art,505,2.8224
OFF-PA-10001450,Rediform S.O.S. Phone Message Books,Office Supplies,Paper,506,4.98
OFF-SU-10001574,Acme Value Line Scissors,Office Supplies,Supplies,507,3.431
FUR-FU-10001475,"Contract Clock, 14"", Brown",Furniture,Furnishings,508,15.8256
OFF-SU-10004498,Martin-Yale Premier Letter Opener,Office Supplies,Supplies,509,11.776
TEC-PH-10000586,AT&T SB67148 SynJ,Technology,Phones,510,57.19133333333334
OFF-BI-10002764,Recycled Pressboard Report Cover with Reinforced Top Hinge,Office Supplies,Binders,511,2.059125
OFF-LA-10003930,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",Office Supplies,Labels,512,93.3945
TEC-PH-10003800,i.Sound Portable Power - 8000 mAh,Technology,Phones,513,46.6312
OFF-PA-10002005,Xerox 225,Office Supplies,Paper,514,6.048
OFF-PA-10004101,Xerox 1894,Office Supplies,Paper,515,5.9616
OFF-AR-10004078,Newell 312,Office Supplies,Art,516,4.884363636363637
OFF-AP-10004708,Fellowes Superior 10 Outlet Split Surge Protector,Office Supplies,Appliances,517,27.910666666666668
FUR-FU-10001979,Dana Halogen Swing-Arm Architect Lamp,Furniture,Furnishings,518,38.23866666666667
OFF-SU-10004115,Acme Stainless Steel Office Snips,Office Supplies,Supplies,519,6.543
TEC-PH-10001425,Mophie Juice Pack Helium for iPhone,Technology,Phones,520,66.65833333333333
TEC-PH-10003963,GE 2-Jack Phone Line Splitter,Technology,Phones,521,164.792
OFF-ST-10001490,"Hot File 7-Pocket, Floor Stand",Office Supplies,Storage,522,164.74153846153845
OFF-PA-10002120,Xerox 1889,Office Supplies,Paper,523,51.296
OFF-BI-10000848,Angle-D Ring Binders,Office Supplies,Binders,524,2.5526666666666666
TEC-PH-10003092,Motorola L804,Technology,Phones,525,33.726
OFF-LA-10004345,Avery 493,Office Supplies,Labels,526,4.4190000000000005
OFF-PA-10001204,Xerox 1972,Office Supplies,Paper,527,4.6464
TEC-PH-10004667,Cisco 8x8 Inc. 6753i IP Business Phone System,Technology,Phones,528,112.49166666666667
OFF-BI-10002949,Prestige Round Ring Binders,Office Supplies,Binders,529,3.8
FUR-FU-10003849,"DAX Metal Frame, Desktop, Stepped-Edge",Furniture,Furnishings,530,15.382399999999999
FUR-FU-10000010,"DAX Value U-Channel Document Frames, Easel Back",Furniture,Furnishings,531,4.671799999999999
OFF-BI-10002824,Recycled Easel Ring Binders,Office Supplies,Binders,532,9.117777777777778
TEC-PH-10002538,Grandstream GXP1160 VoIP phone,Technology,Phones,533,34.119
OFF-BI-10002103,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",Office Supplies,Binders,534,5.1271
FUR-CH-10004853,"Global Manager's Adjustable Task Chair, Storm",Furniture,Chairs,535,133.36566666666667
OFF-AP-10000179,Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room,Office Supplies,Appliances,536,111.04199999999999
OFF-ST-10001272,"Mini 13-1/2 Capacity Data Binder Rack, Pearl",Office Supplies,Storage,537,120.40040000000002
FUR-FU-10000221,"Master Caster Door Stop, Brown",Furniture,Furnishings,538,4.515555555555555
OFF-AP-10001563,Belkin Premiere Surge Master II 8-outlet surge protector,Office Supplies,Appliances,539,35.394
OFF-BI-10000605,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",Office Supplies,Binders,540,3.2173333333333334
OFF-ST-10001963,Tennsco Regal Shelving Units,Office Supplies,Storage,541,96.3395
TEC-AC-10001267,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,Technology,Accessories,542,26.356
TEC-PH-10002103,Jabra SPEAK 410,Technology,Phones,543,85.63533333333334
TEC-AC-10002857,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack",Technology,Accessories,544,5.96
FUR-CH-10001482,Office Star - Mesh Screen back chair with Vinyl seat,Furniture,Chairs,545,112.26857142857143
