product,tweet_poster,tweet_mention,tweet_date,tweet_text,num_comments,num_retweets,num_likes,num_views,,,
"Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner",Tatya Riley,@Quick2steps,"Dec 24, 2013","Epson WorkForce WF-2530 Wireless All-in-One Color Inkjet Printer, Copier, Scanner, ADF, Fax. Print... http://amzn.to/1lb81d2 from Quick2",0,0,0,0,,,
"Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner",CeriseClubUS,@CeriseClubUS,"Jan 21, 2013","$30 off epson workforce wf-2530 all-in-one printer, copier, scanner, fax (Office Depot): Office Depot - end  : 2... http://tinyurl.com/ao65sph",0,0,0,0,,,
"Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner",We Print Miniatures,@PrintMiniatures,"Oct 27, 2014","Epson WorkForce WF-2530 Wireless All-in-One Color Inkjet Printer, Copier, Scanner, ADF, ... - http://androidizen.com/shop/epson-workforce-wf-2530-wireless-all-in-one-color-inkjet-printer-copier-scanner-adf-fax-prints-from-tabletsmartphone-airprint-compatible-c11cc37201…",0,0,0,0,,,
"Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner",shipusatoday,@shipusatoday,"Jan 20, 2013","Epson WorkForce WF-2530 All-in-One Printer, Copier, Scanner, Fax $69.99 (http://officedepot.com):  http://bit.ly/10cdAO9",0,0,0,0,,,
"Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner",Office Electronics,@OfficeProducts_,"Feb 28, 2014","#3: Epson WorkForce WF-2530 Wireless All-in-One Color Inkjet Printer, Copier, Scanner, AD... http://amzn.to/NAPMDX #Office #Electronics",0,1,0,0,,,
"Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner",Latasha,@LatashaW0ZLV,"Mar 23, 2014","Epson WorkForce WF-2530 Wireless All-in-One Color Inkjet Printer, Copier, Scanner, ADF, Fax. Prints from Table... http://amzn.to/1e68XiT",0,0,0,0,,,
"Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner",Computer Bargains,@compudah,"Mar 16, 2015","SAVE $14.00 - Epson WorkForce WF-2530 Wireless All-in-One Color Inkjet Printer, Copier, Scanner, ADF, Fax. Prints... http://c69.co/9132256",0,0,0,0,,,
Design Ebony Sketching Pencil,Trigger Booster,@triggerbooster,"Dec 1, 2020","Item #12080: Design® Ebony Sketching Pencil, Matte Jet Black, Dozen #AhhfficeSupplies #BinderLove",0,0,0,0,,,
Design Ebony Sketching Pencil,#BackToSchoolWarrior,@salesupplies,"Dec 19, 2015","#backtoschool Design EBONY Sketching Pencil, Black Matte Barrel, Dozen http://dlvr.it/D33Z0M #schoolsupplies",0,0,0,0,,,
Design Ebony Sketching Pencil,DepartmentofShopping,@DeptOfShopping,"Feb 23, 2013",Sanford Design Ebony Sketching Pencil http://departmentofshopping.com/025V043929819000/view…,0,0,0,0,,,
Design Ebony Sketching Pencil,Adolphus,@sparinsour13600,"Dec 24, 2012","EBONY SKETCHING PENCIL Drafting, Engineering, Art (General Catalog): EBONY SKETCHING PENCIL. Design&trade, Ebony... http://amzn.to/Y7mmfe",0,0,0,0,,,
Design Ebony Sketching Pencil,Laura,@LauraJDesir,"Jan 6, 2010","±1±: Best Buy Sanford Design Ebony Sketching Pencil, Black Matte Barrel, 12 per Pack (14420)$3.99http://bit.ly/5cUYvx",0,0,0,0,,,
Design Ebony Sketching Pencil,It's Bill Main,@itsbillmain,"Oct 4, 2018","Oh yeah, #Inktober2018 and #Drawlloween2018 so far!#witch #blackcat #cryptid and #mushroom using a @PentelofAmerica brush pen and a cool grey 3 @copic oh and a @PrismacolorUS design ebony pencil for sketching.",0,0,2,0,,,
Design Ebony Sketching Pencil,ShopDilla,@ShopDillaDotCom,"Nov 12, 2017","Get Prismacolor Design EBONY Sketching Pencil, Black Matte, Dozen for $1.07Link: http://tinyurl.com/yas8jzkw#Prismacolor  #Art #Sketching #BlackFriday @Walmart",0,0,0,0,,,
Design Ebony Sketching Pencil,David Messina,@Da_Mess,"Jul 29, 2019",WARM UP SKETCHRembrandt art design pencil by #lyra on Ebony artist Sketch Book by #dalerrowneyhttp://daler-rowney.comhttp://lyra.de#sketching#artsupply#shockdom #3keys#warmup#davidmessina,0,0,5,0,,,
Letter Size Cart,Review Top,@Finish06055753,Mar 31,"Safco Products Two-Tier Compact File Cart, Letter or Legal Size, Black:BUY NOW - https://amazon.com/s?k=Safco+Products+5221BL+Two+Tier+Compact&tag=cdsqdcn-20…",0,0,0,2,,,
Letter Size Cart,cr0bar,@cr0bar,"Jan 15, 2022","Started pulling together all my GB, GBC and GBA ROMs, putting them in system folders then individual letter folders (plus one for numbers), unzipping them ready for my flash cart… then realised I haven’t got a micro SD of a suitable size not in use…  #retrogaming #gamersunite",5,4,35,0,,,
Letter Size Cart,Dally T,@dallaskayleight,"Feb 13, 2021",The Nike love letter AF1 sold out in my size in 2 min... I had them in my cart and they sold out... rip. Oh but don’t worry every third party seller was able to get them and are now selling them for $300,0,5,24,0,,,
Letter Size Cart,CSC,@CSChburg,"Jun 6, 2017",Letter/Legal size mobile file cart by Lorell. Let CSC help you organize your office! #CSC #Lorell,0,0,2,0,,,
Insertable Tab Post Binder Dividers,phuc lam,@phuclam91778580,"Apr 28, 2022","New Post: Rancco A6 Binder Index Dividers Insertable Index Page, 2 Sets 12 Pcs Translucent 6-Holes Binder Tab Cards for Filofax Personal Notebook/Travel Diary Journal/Planner w/Ruler https://buff.ly/3Lk7byw",0,0,0,0,,,
Insertable Tab Post Binder Dividers,DepartmentofShopping,@DeptOfShopping,"Aug 18, 2012",Avery Post Binder Insertable Tab Dividers http://departmentofshopping.com/025V043885245000/view…,0,0,0,0,,,
Insertable Tab Post Binder Dividers,demo1,@demo_1s,"Oct 10, 2010",New post: Insertable Tab Post Binder Dividers http%3A%2F%2F11x17binder.bay90.com%2Favery%2Finsertable-tab-post-binder-dividers-b0044a01ga%2F,0,0,0,0,,,
Insertable Tab Post Binder Dividers,Home Remedies,@homereme,"Nov 2, 2012","Avery Insertable Tab Post Binder Dividers, 6-Tab with Inserts, 11 x 17 Inch, Clear, 1 Set (11644 ): Rip Proof ta... http://amzn.to/VfXNzS",0,0,0,0,,,
Insertable Tab Post Binder Dividers,Graphing calculator,@gcalculator,"Sep 30, 2010","New blog post: Wilson Jones Insertable Binder Tab Dividers, 8 Tab Multicolor (W54311A) http://bit.ly/9cjtpP",0,0,0,0,,,
Insertable Tab Post Binder Dividers,Crystal Paine,@MoneySavingMom,"Jul 24, 2019","New post: Avery 8-Tab Binder Dividers, Insertable Multicolor Big Tabs (6 count) only $5.24! http://bit.ly/30Sda5T",0,0,1,0,,,
Insertable Tab Post Binder Dividers,SavingMyFamilyMoney,@savingformyfam,"Jul 26, 2019","New post: Amazon: Avery 8-Tab Binder Dividers, Insertable Clear Big Tabs $0.65 (Reg. $1.88) https://savingmyfamilymoney.com/2019/07/26/amazon-avery-8-tab-binder-dividers-insertable-clear-big-tabs-0-65-reg-1-88/…",0,0,0,0,,,
Insertable Tab Post Binder Dividers,Daria Korten,@freebiehunter4,"May 19, 2015",I'm learning all about Avery Post Binder Insertable Tab Dividers - SP Richards at @Influenster! http://influenster.com/reviews/review/avery-post-binder-insertable-tab-dividers-sp-richards…,0,0,0,0,,,
Insertable Tab Post Binder Dividers,aygul,@AygulDf,"Sep 9, 2012","AVECI50526C - Insertable Tab Post Binder Dividers, Clear Tabs w/Inserts, 11 x 17, 6/Set (AVECI50526C): Insertabl... http://amzn.to/TESibg",0,0,0,0,,,
Insertable Tab Post Binder Dividers,chichanokpimon pongs,@chichanokpimon,"Mar 28, 2012","Avery Insertable Tab Post Binder Dividers, 6-Tab with Inserts, 11 x 17 Inch, Clear, 1 Set (11644 ) Review: Avery... http://bit.ly/HeRFLX",0,0,0,0,,,
Insertable Tab Post Binder Dividers,Amazs 99,@amazs99,"Jul 14, 2010","New blog post: Wilson Jones Insertable Binder Tab Dividers, 8 Tab Multicolor http://bit.ly/cvjrDU",0,0,0,0,,,
Insertable Tab Post Binder Dividers,Stacy,@funky_stacy,"Nov 27, 2011","Avery Insertable Tab Post Binder Dividers, 6-Tab with Inserts, 11 x 17 Inch, Clear, 1 Set (11644 ): Rip Proof ta... http://amzn.to/rqxc8g",0,0,0,0,,,
Insertable Tab Post Binder Dividers,math calculator,@mcalculator,"Sep 16, 2010","New blog post: Wilson Jones Insertable Binder Tab Dividers, 8 Tab Multicolor (W54311A) http://bit.ly/cGCqLL",0,0,0,0,,,
Belkin QODE FastFit Bluetooth Keyboard,Carolyn R Byers,@CarolynRByers,"Oct 23, 2014",Belkin QODE FastFit Bluetooth Keyboard Reviews http://wp.me/p5e2xE-3rq,0,0,0,0,,,
Belkin QODE FastFit Bluetooth Keyboard,Leufgo Juekmi,@Leufgo__Juekmi,"Jan 22, 2015",NIB Sealed BELKIN QODE Apple iPad Mini 2 3 FastFit Bluetooth Keyboard Case RED - Full read by eBay: Price 28.99 USD… http://ebay.to/1GxRSOT,0,0,0,0,,,
Belkin QODE FastFit Bluetooth Keyboard,Cool Little Gadgets,@CLLittleGadgets,"Sep 27, 2014","Belkin QODE FastFit Slim Bluetooth Keyboard Cover Case with Autowake for iPad 2, 3 and 4 Retina - http://tinyurl.com/q9noevr",0,0,0,0,,,
Belkin QODE FastFit Bluetooth Keyboard,Andy Stoner Reviews,@iAndyStoner,"Feb 15, 2014","Belkin QODE FastFit Bluetooth Keyboard with Cover for Apple iPad 2, 3rd Generation, and 4th Generati http://wp.me/p1cM60-Pa",0,0,0,0,,,
Belkin QODE FastFit Bluetooth Keyboard,camelcamelcamel.com,@camelcamelcamel,"Jun 11, 2018",@Kredibler Belkin QODE FastFit Bluetooth Keyboard and Case for iPad mini and iPad mini with Retina Display (Black/Silver) is now on sale for $21.99 at Amazon. Product page: https://camelcamelcamel.com/product/B00D3F7D7M?utm_campaign=twitter&utm_source=price_drop&utm_medium=www&context=twitter…,0,0,0,0,,,
Belkin QODE FastFit Bluetooth Keyboard,Computer Deal Alerts,@computerdealusa,"Feb 5, 2016",Belkin QODE FastFit Bluetooth Keyboard and Case for iPad Mini and iPad Mini With Retina Display Black/Silver the http://socialsharinglink.com/buy/FBMe0bD6407727037D/?b=QmVsa2luLUZhc3RGaXQtQmx1ZXRvb3RoLUtleWJvYXJkLURpc3BsYXkvZHAvQjAwRDNGN0Q3TQ&id=1454708120&n=computerdealusa&t=QmVsa2luIFFPREUgRmFzdEZpdCBCbHVldG9vdGggS2V5Ym9hcmQgYW5kIENhc2UgZm9yIGlQYWQgbWluaSBhbmQgaVBhZCBtaW5pIHdpdGggUmV0aW5hIERpc3BsYXkgKEJsYWNrL1NpbHZlcik&s=QjAwQldISUxDWSxCMDBKVU9DTEVBLEIwMEVPRTRHNEU&i=NDFLRml0cC1jZUwuanBn&p=&c=XZCxbsMwDER_5dKli5O1ewsEKLp08A8wMW0TkURDouv470ulcVtkFHV3fMd2ZLxyuEjCkYodxfDB60kpd3ijwug1Qz6pQ5QkkAJzR5BhNC4GSp0PJKX64DRSOnPkZDDFqvN_K18nzsIu2OHdngsI523Bg7Smyl2i0QVGp8ANgqZhHxxT0oBFMgcuBZc7bwMKQZf6VzOZygpbp_p2mnnqyBhFz0IBkTshN-AUdEBVf3GC8bVG7w5oveSW6xxtntt1uo0cKvsBKA-cvTolRPXuL0-_-tLcCnhbx4h-q0vVT6bT3raQB9beO22si9iInheP55w1l58t6nfPKNF9f5sO3w…,0,0,0,0,,,
Belkin QODE FastFit Bluetooth Keyboard,Aja Casciano,@AjaCasciano,"Jul 7, 2014","Belkin QODE FastFit Bluetooth Keyboard with Cover for Apple iPad 2, 3rd Generation, and 4th Generation with Re.. http://dld.bz/dtH8n",0,0,0,0,,,
Belkin QODE FastFit Bluetooth Keyboard,DailyNewsStories,@DailyNewsStorie,"Jan 17, 2015","Belkin QODE FastFit Bluetooth Keyboard Cover for Apple iPad 2,3rd,4th Generation:  $0.99 (0 Bids)End Date: Fri... http://ebay.to/1BFhchy",0,0,0,0,,,
Belkin QODE FastFit Bluetooth Keyboard,Beryl,@giftelectronics,"Jul 5, 2014","#10: Belkin QODE FastFit Bluetooth Keyboard with Cover for Apple iPad 2, 3rd Generation, and 4th Generation wi... http://amzn.to/1j59bMl",0,0,0,0,,,
Belkin QODE FastFit Bluetooth Keyboard,Hester,@videogamessale,"Jul 5, 2014","#10: Belkin QODE FastFit Bluetooth Keyboard with Cover for Apple iPad 2, 3rd Generation, and 4th Generation wi... http://amzn.to/1muZUxT",0,0,0,0,,,
"Canon Color ImageCLASS MF8580Cdw Wireless Laser All-In-One Printer, Copier, Scanner",strader55,@strader55,"Jan 19, 2015","Canon Color imageCLASS® MF8580Cdw Wireless Laser All-In-One Printer, Copier, Scanner, Fax $299.99 + FS @officedepo... http://ow.ly/2TyHdx",0,0,0,0,,,
"Canon Color ImageCLASS MF8580Cdw Wireless Laser All-In-One Printer, Copier, Scanner",siudeal,@siudeal,"Feb 16, 2015","Canon Color imageCLASS® MF8580Cdw Wireless Laser All-In-One Printer, Copier, Scanner, Fax $299.99 + FS… http://dlvr.it/8ZNZ9B",0,0,0,0,,,
"Canon Color ImageCLASS MF8580Cdw Wireless Laser All-In-One Printer, Copier, Scanner",r-tel.net,@rtelnet,"Oct 3, 2015",Canon Color imageCLASS MF8580Cdw Wireless All-in-One Laser Airprint Printer Copier Scanner Fax http://st8th.com/product/canon-color-imageclass-mf8580cdw-wireless-all-in-one-laser-airprint-printer-copier-scanner-fax/…,0,0,0,0,,,
"Canon Color ImageCLASS MF8580Cdw Wireless Laser All-In-One Printer, Copier, Scanner",eDealinfo.com,@eDealinfoUSA,"May 10, 2015",Canon imageCLASS MF8580Cdw Wireless Duplex Color Laser All-in-One Printer/Copier/Scanner/Fax… http://goo.gl/fb/5o1mgj,0,0,0,0,,,
"Canon Color ImageCLASS MF8580Cdw Wireless Laser All-In-One Printer, Copier, Scanner",deals agent,@deals_agent,"Dec 23, 2014",Canon imageCLASS MF8580Cdw Wireless Duplex Color Laser All-in-One Printer/Copier/Scanner/Fax only $249.00 http://ift.tt/1t33yUc #deals,0,0,0,0,,,
"Canon Color ImageCLASS MF8580Cdw Wireless Laser All-In-One Printer, Copier, Scanner",Victoria Harris,@vicasmile,"Dec 2, 2014",Canon imageCLASS MF8580Cdw Wireless Duplex Color Laser All-in-One Printer/Copier/Scanner/Fax only $209.00 http://ift.tt/1vFrjjS,0,0,0,0,,,
Aluminum Document Frame,wiwibloggs,@wiwibloggs,"Dec 20, 2018","Today we can confirm that the #Eurovision stage will indeed feature 300 triangles, as KAN’s procurement document states that the request is for 300 units of a “triangle aluminium frame 250x250x250 cm”.",1,13,34,0,,,
Aluminum Document Frame,Alexandros Marinos,@alexandrosM,"Apr 25, 2021","Putting together a new 3d printer, starting with a Prusa bear upgrade 2.1 frame. Very satisfying process, and I learned that aluminum extrusions are a fantastic primitive. I think I'll pick components as I go instead of taking apart my first prusa, and document the process here.",2,1,6,0,,,
Aluminum Document Frame,GrabCart,@GrabCart,"Sep 18, 2015","Lawrence Frames 240111 Dual Use Aluminum Document Frame - Silver, 0.79 in.http://grabcart.com/product/day5155-lfrms817…",0,0,0,0,,,
Aluminum Document Frame,Kaboomga Videos,@hotpornsites,"Apr 29, 2018","SnapeZo Document Frame A2 Size (16.5 x 23.4 inches), Black 1"" Aluminum Profile, Front-Loading Snap Frame, Wall Mounting, Sleek Series http://kinyti.com/product/B079YXQWZ6/…",0,0,0,0,,,
Aluminum Document Frame,Ali,@Aluminum_Iodide,"Aug 29, 2016",Replying to @lothlorien_elf,1,0,1,0,,,
Aluminum Document Frame,Window Ware,@WindowWare,"Oct 25, 2021","Maintain clean, minimal lines on your aluminium windows while achieving the Equivalent air rates required by Approved Document F with the TTF Slimline Vent from @RWSimonLimited – it’s the perfect unobtrusive through-frame ventilation solution http://ow.ly/igKZ50GxeQi",0,1,2,0,,,
Aluminum Document Frame,Mark_SchneiderNMc,@schneidernmc,"Nov 10, 2022",24 x 36 Inches Picture Frame - Poster Frame Wall Mounting Document Certificate Frames - Aluminum with 1 PVC Transparent Prote SNBTPMD,0,0,0,0,,,
Office Star - Ergonomically Designed Knee Chair,Kaley Glassco,@Kaleyze2,"May 31, 2012",discount parsons chairs : Low Price Office Star Ergonomically Designed Knee Chair with... …http://discountparsonschairs.furnitureelite05.com/discount-parsons-chairs-low-price-office-star-ergonomically-designed-knee-chair-with-casters/…,0,0,0,0,,,
Office Star - Ergonomically Designed Knee Chair,nadia maksuk,@shoplover1,"Oct 18, 2012",Office Star Ergonomically Designed Knee Chair with Casters: Office Star Ergonomically Designed Knee Chair with C... http://bit.ly/VcCbW3,0,0,0,0,,,
Office Star - Ergonomically Designed Knee Chair,Flo Finnin,@Finnin6083tenth,"Nov 18, 2011",Office Star Ergonomically Designed Knee Chair with Casters: Office Star Ergonomically Designed Knee Chair with C... http://bit.ly/vXzQHD,0,0,0,0,,,
Office Star - Ergonomically Designed Knee Chair,Helga,@officeorder,"Mar 25, 2014",#1: Office Star Ergonomically Designed Knee Chair with Casters: Office Star Ergonomically Designed Knee Chair ... http://amzn.to/1dlaBPT,0,0,0,0,,,
Office Star - Ergonomically Designed Knee Chair,Florene Flurry,@Flurry7690solut,"Nov 18, 2011",Office Star Ergonomically Designed Knee Chair with Casters: Office Star Ergonomically Designed Knee Chair with C... http://bit.ly/vXzQHD,0,0,0,0,,,
Office Star - Ergonomically Designed Knee Chair,thomaspowe,@thomaspowe1,"Feb 11, 2014",Office Star Ergonomically Designed Knee Chair http://goo.gl/fb/wvg3V,0,0,0,0,,,
Office Star - Ergonomically Designed Knee Chair,Kris Lambright,@Lambright8406ac,"Nov 3, 2011",Office Star Ergonomically Designed Knee Chair with 5-Star Base Casters Reviews: Office Star Ergonomically Design... http://bit.ly/sNcUhD,0,0,0,0,,,
Office Star - Ergonomically Designed Knee Chair,Hazel Slayton,@hazelrzslayton,"Jan 13, 2012",Deals For Knee Office Chairs-Office Star Ergonomically Designed Knee Chair with Casters …http://kneeofficechairs.dealsshoppingonline.com/?p=5,0,0,0,0,,,
Office Star - Ergonomically Designed Knee Chair,APLJ,@APLJ1976,"Jan 10, 2013",http://Buy.com - Office Star Ergonomically Designed Knee Chair $94.95 http://goo.gl/fb/v14nU,0,0,0,0,,,
Office Star - Ergonomically Designed Knee Chair,Polly Colas,@Pollyosf,"Aug 31, 2013",PNo: KCM1425 Office Star Ergonomically Designed Knee Chair with 5-Star Base Casters [Kitchen] http://amazon.com/PNo-KCM1425-Ergonomically-Designed-Casters/dp/B002GDFOU0?SubscriptionId=AKIAJDM34GMLWSSGTQPQ&tag=secrheal01-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B002GDFOU0…,0,0,0,0,,,
Avery 520,Team Animal Voice #NYCACC Dogs,@TAnimalPledges,"May 16, 2022",9pm 5/15 Pledge Totals NYC Dogs TBK 5/17Honor the Innocent DEAD #FOSTER #ADOPT the LIVING Pluto 380 KILL COMMAND Hulk  140 Honeycomb  230Scarf 262Luna 325Tyson 423Ginger 520Big Muffin 555Avery 611NEW Wilbur 45Sam 70ADOPTEDKleinRESERVEDSkyCesarMURDEREDTopher,5,98,55,0,,,
Avery 520,Taylor Snow,@taylorcsnow,"Dec 17, 2020","By the end of this month, Jayson Tatum will have risen to 8th on the Celtics' all-time 3-pt list. He's currently in 10th  with 410 makes, trailing Dana Barros (416) and Waltah (417).If he stays healthy this season, he'll also pass IT (460), Avery (520), and possibly Bird (649).",5,16,255,0,,,
Avery 520,Alycia Daily,@adcdaily,"May 6, 2018",Alycia with a fan at Dell Diamond (Via avery520),2,38,190,0,,,
Avery 520,CandaceAvery,@AveryDelores520,13h,"Funny Quote of the Day: ""I've sometimes thought of marrying - and then I've thought again."" - Noel Coward",0,0,0,0,,,
Avery 520,Tomek Kordylewski,@Timi_093,"Nov 5, 2019",Marcus Smart (458) needs only three more 3-pointers to pass Isaiah Thomas (460) and move up to 6th place on @celtics' all-time 3-point list. Then he'll be chasing Avery Bradley (520).,2,24,181,0,,,
Avery 520,Debnam-Carey Source,@DebnamSource,"May 6, 2018", ‘I’ve never met a nicer human ever’ - avery520 on IG.#AlyciaDebnamCarey #FearTWD,0,8,83,0,,,
Avery 520,CandaceAvery,@AveryDelores520,Apr 2,"Funny Quote of the Day: ""In heaven, all the interesting people are missing."" - Friedrich Nietzsche",0,0,0,0,,,
Avery 520,MC Jags Bowling,@mcjagsbowling,"Nov 15, 2022","Girls team continued their dominanation of the District sweeping Northwest Rankin 6-0. High games were Avery Hurd 210, Emily Shelby 192, Noor Alaeetawi 156. High series were Avery 520, Emily 500, Noor 458. Girls improve to 4-0 on the season, all district matches.",0,2,10,0,,,
Avery 520,CandaceAvery,@AveryDelores520,Apr 1,"Funny Quote of the Day: ""When I was about ten years old, I gave my teacher an April Fool's sandwich, which had a dead goldfish in it."" - Alan Alda",0,0,0,1,,,
Newell 345,UEMA,@UEMA100,Mar 24,"FLOOD ADVISORY IN EFFECT UNTIL 345 AM EDT EARLY THIS MORNINGFlooding caused by excessive rainfall is expected. Locations that will experience flooding includeConnellsville, South Connellsville,Perryopolis, Fayette City, Newell,Vanderbilt,  http://weather.gov/safety/flood",0,1,1,71,,,
Newell 345,SiTE:LAB,@SiTE_LAB,"Jun 20, 2016","ArtPrize 2016 show highlightsCatie Newell / Ian strange""345 Franklin"" http://artprize.org/63559#artprize",0,2,3,0,,,
Newell 345,robin,@saintpateI,"Jan 2, 2021",345. one red nose day and a wedding (2019) dir. mike newell.,1,0,1,0,,,
Newell 345,Derek Martin,@d2mart,"May 4, 2016",Brooke Newell (76) and her Atlantic team (345) won their home Trojan Invite today. #kmasports,0,0,4,0,,,
Newell 345,_ Natali _,@Cofa_nati,"Dec 4, 2016",Viendo Newell's vs Banfield *sin cable parte 345*,0,0,0,0,,,
Newell 345,Universal Office Products,@uopoffice,"Jun 7, 2018","Pens! You need 'em, we've got offers on 'em (today only). Get yourself some swanky new writing equipment from @newell_brands #Rubbermaid by getting in touch by... 0845 345 0061 or  sales@uop.co.uk #bizhour #WorldCup #ThursdayThoughts https://pic.twitter.com/O40nZQJ0CA",0,0,0,0,,,
Newell 345,UM Taubman College,@TaubmanCollege,"Oct 6, 2016","Last weekend to check out Catie Newell's collab w/ artist Ian Strange, ""345 Franklin"" at Grand Rapids #artprize2016! http://myumi.ch/aM0ZN",0,0,1,0,,,
50 Colored Long Pencils,Satanic Panic Barbie,@Zyleeth,"Jan 25, 2020","My queue is almost completely empty! ^_^ Therefore for the first time in a long time I’m open for most everything!Colored pencil starting at $150, yupo at $100, ink at $60!If you’re going to TFF I can arrange a badge pick up for $50!",1,18,39,0,,,
50 Colored Long Pencils,Octy!,@Octy_in_Boots,"Apr 14, 2019","I haven't used colored pencils for so long. These were taken at 3:00, 4:50, and 6:04. Still a work in progress, but it's kind of nice to do this again.",1,1,16,0,,,
50 Colored Long Pencils,'-' FOOM '-',@RickJamesTTV,"Mar 16, 2020","First up. ""Toxic"".'a representation of the world's toxicity, which feeds on the eyes of those who concentrate on it too long'8x1150+ hours (layers & layers)Colored pencil & SharpieFramed150$ (will ship)DM if interested. Thank you.",0,5,5,0,,,
50 Colored Long Pencils,Top Office Shop,@olgrumgu90,"Jun 11, 2018","#office Long Barrel Colored Woodcase Pencils, 3.3 mm, 50 Assorted Colors/Set https://topofficeshop.com/product/long-barrel-colored-woodcase-pencils-3-3-mm-50-assorted-colorsset/…",0,0,0,0,,,
50 Colored Long Pencils,Elaine,@e_laynn,"Mar 21, 2020","First post~Here's an artwork from my drawing class!38"" x 50"", crayons (I know it looks like colored pencils, but I used crayons!) First time working on such a large piece- the paper is almost as big as me! And the squares/windows took me a long time... #orandagoldfish #alpaca",0,0,1,0,,,
Newell 342,AS USA,@English_AS,"Nov 25, 2020","#Maradona's career:(Matches-Goals-Assists)Argentinos J: 166-116-41Boca J: 71-35-23Barcelona: 58-38-25Napoli: 259-115-81Sevilla: 30-6-14Newell’s: 5-0-2National team: 89-32-27678 matches, 342 goals and 213 assists",4,39,149,0,,,
Newell 342,maki,@makigdlp,"Sep 6, 2021",342. ENCHANTED APRIL (1991) dir. Mike Newell,1,0,1,0,,,
Newell 342,Jay Moschella,@Jay_Moschella,"Jul 11, 2019","""A number of brave men (some say Indians) in less than three hours emptied every chest of tea on board the three ships commanded by Capts. Hall, Bruce, and Coffin (amounting to 342 chest) into the sea--"" From Thomas Newell's Diary, Boston, Dec. 16, 1773. BPL MS q E.10.5",0,2,7,0,,,
Newell 342,Emporia Public Library,@EPL_KS,"Feb 22, 2022",The Friends of the Library are having a board meeting next week (2/28), everyone is welcome! Call Robin Newell at 620-342-6464 or email epl@emporialibrary.org if you have any questions!,0,0,0,0,,
Newell 342,New town every hour,@TownsUsa,"Jul 14, 2021","Newell, CaliforniaCounty: ModocPopulation(city): 342 Link:  https://google.com/maps/@41.8897,-121.3675,14z…",0,0,0,0,,,
Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,Alisha,@alisha5742,"Jul 3, 2014",#1: Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S (Pink / Black): Belkin Grip Candy Sheer Case / Cover... http://amzn.to/1sZkFoY,0,0,0,0,,,
Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,Mia,@mia3098,"Jul 3, 2014",#10: Belkin Grip Candy Sheer Case/Cover for iPhone 5 and 5S (Purple/Violet): Belkin Grip Candy Sheer Case/Cover... http://amzn.to/1s0iFZo,0,0,0,0,,,
Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,Mike WildBlood,@MikeWildBlood,"Jun 18, 2014",New PC Game Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S (Gravel / Black) (Wireless... http://dlvr.it/62T6cL Be a Real Gamers,0,1,0,0,,,
Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,Mia,@mia3098,"Jul 3, 2014",#1: Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S (Pink / Black): Belkin Grip Candy Sheer Case / Cover... http://amzn.to/1sZpxub,0,0,0,0,,,
Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,Louis,@BuyNoContract,"Feb 11, 2014",Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S (Purple / Pink): Belkin Grip Candy Sheer Case / Cover... http://bit.ly/1aOUWa6,0,0,0,0,,,
Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,Blaine,@SalesDailyDeals,"Feb 11, 2014",Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S (Purple / Pink): Belkin Grip Candy Sheer Case / Cover... http://bit.ly/1aOUWa6,0,0,0,0,,,
Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,Rynell,@BuyUnlockedCell,"Feb 11, 2014",Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S (Purple / Pink): Belkin Grip Candy Sheer Case / Cover... http://bit.ly/1aOUWa6,0,0,0,0,,,
Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,John William,@JohnWil55217651,"Dec 10, 2012",Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive 32020021542  - Natralock Pack (Black Injection): Memorex Min... http://amzn.to/rX1WK3,0,0,0,0,,,
Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,Marietta Yanosky,@Mariettasncr,"Nov 25, 2012",Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive 32020021542  - Natralock Pack (Black Injection): Memorex Min... http://amzn.to/XOSdXr,0,0,0,0,,,
